City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
Beijing,China,2023-07-14,91.38,91.91,87.97,5.1,1.54,76.66,0.77,40.1,13.87
Cairo,Egypt,2023-11-20,57.33,141.95,18.17,37.32,6.81,184.8,-7.07,32.94,0.9
Johannesburg,South Africa,2023-04-28,75.17,77.62,91.82,35.39,2.92,126.47,20.72,64.65,18.45
Rio de Janeiro,Brazil,2023-02-02,131.01,160.2,46.8,6.16,4.64,188.29,-1.97,98.11,1.36
London,UK,2023-03-17,149.92,20.57,15.99,8.28,8.14,62.76,23.64,33.09,5.02
Berlin,Germany,2023-06-28,69.46,108.53,57.25,27.97,9.86,149.74,24.66,26.45,13.9
Johannesburg,South Africa,2023-10-04,16.79,12.77,80.52,17.19,5.81,132.55,38.98,92.03,15.94
Sydney,Australia,2023-12-01,112.67,108.11,74.08,9.16,2.76,128.82,17.22,47.86,10.13
Dubai,UAE,2023-01-13,93.75,101.7,69.65,12.48,5.21,78.76,-3.06,55.99,4.34
Beijing,China,2023-09-03,107.12,24.35,77.52,37.64,9.27,154.54,8.04,60.74,16.66
Bangkok,Thailand,2023-05-25,60.06,193.26,17.16,48.13,9.88,21.52,35.75,11.0,1.13
Paris,France,2023-03-16,46.99,170.71,47.22,28.4,5.91,126.78,-4.51,79.61,1.0
Mexico City,Mexico,2023-07-22,25.1,50.42,23.82,17.54,6.47,29.79,34.86,41.15,13.74
Paris,France,2023-02-05,136.73,198.73,94.41,37.9,8.18,187.01,31.69,73.09,19.93
Tokyo,Japan,2023-02-06,130.18,69.13,27.06,18.74,9.49,99.26,32.75,90.89,2.65
Mumbai,India,2023-11-13,50.27,114.71,60.56,21.8,3.56,58.38,37.23,32.97,6.56
Sydney,Australia,2023-04-08,62.76,29.99,81.55,27.87,4.17,58.52,7.81,30.91,12.4
Toronto,Canada,2023-02-28,7.19,165.62,46.37,29.77,7.81,99.91,8.12,55.09,4.63
Mumbai,India,2023-09-18,43.97,190.82,93.08,40.42,8.73,151.99,2.75,19.47,12.24
Paris,France,2023-12-24,127.01,25.98,7.93,14.69,8.39,91.11,5.51,28.97,12.08
Dubai,UAE,2023-01-07,141.39,128.93,35.03,12.23,4.35,158.69,30.07,18.87,2.83
Cairo,Egypt,2023-10-10,115.79,173.97,77.99,48.91,3.86,113.12,4.71,85.75,4.21
Paris,France,2023-03-09,84.92,71.46,89.19,39.36,2.62,181.14,21.68,43.41,7.22
Tokyo,Japan,2023-11-28,42.72,39.03,70.33,37.51,6.77,183.92,6.5,28.97,14.88
Beijing,China,2023-07-03,119.23,187.8,41.14,31.42,9.95,55.37,24.42,79.99,6.7
Paris,France,2023-05-25,53.8,82.59,84.86,39.72,2.25,194.54,19.03,89.58,11.36
Bangkok,Thailand,2023-03-19,54.08,164.49,89.75,1.59,7.51,10.82,4.44,42.5,7.36
Moscow,Russia,2023-01-04,81.31,62.56,40.54,46.76,8.69,102.4,21.34,77.0,7.08
Mumbai,India,2023-12-01,97.67,163.55,56.7,44.62,7.24,69.44,3.87,89.57,15.53
Tokyo,Japan,2023-05-06,106.07,23.61,77.04,5.17,1.6,10.93,29.3,97.41,13.54
Cairo,Egypt,2023-02-05,143.64,127.84,11.95,11.85,3.56,104.11,9.55,41.84,6.19
Madrid,Spain,2023-05-24,139.66,177.54,96.18,27.71,3.62,79.36,3.37,54.42,14.25
Mexico City,Mexico,2023-07-23,79.03,154.86,79.9,48.06,0.79,197.25,27.11,85.47,17.21
Mumbai,India,2023-04-08,43.97,161.41,94.88,25.22,0.96,110.01,27.01,85.8,8.27
Sydney,Australia,2023-12-02,67.37,163.13,91.99,13.66,2.46,187.31,-3.36,66.33,2.41
Paris,France,2023-07-11,88.38,167.64,66.24,6.72,8.73,124.83,27.4,53.26,7.73
Beijing,China,2023-09-28,111.84,177.35,5.96,43.56,6.43,85.36,23.27,74.84,15.74
Bangkok,Thailand,2023-07-19,97.82,81.96,34.17,35.14,4.78,173.14,4.46,87.74,5.15
Rio de Janeiro,Brazil,2023-02-04,20.15,19.08,77.43,37.66,1.38,178.49,15.27,23.97,8.93
Toronto,Canada,2023-05-25,118.27,14.44,58.67,4.21,6.53,103.54,-3.29,57.03,11.58
Seoul,South Korea,2023-02-20,112.36,106.42,54.99,24.85,1.36,44.18,-8.54,64.34,1.93
Mumbai,India,2023-05-12,46.6,118.7,87.64,18.84,9.75,86.82,14.27,27.44,5.8
Cairo,Egypt,2023-06-18,113.15,115.77,68.88,24.56,9.18,147.96,32.94,79.43,4.93
Johannesburg,South Africa,2023-09-23,88.58,149.13,57.88,28.71,1.96,88.45,10.78,26.45,14.48
Cairo,Egypt,2023-09-28,100.18,91.87,29.63,18.81,0.94,126.12,19.03,68.08,10.95
Tokyo,Japan,2023-07-08,79.81,85.87,73.02,42.5,1.35,164.58,19.39,24.29,10.8
Toronto,Canada,2023-05-15,27.33,27.58,22.98,38.89,0.8,144.19,31.53,58.39,7.13
Johannesburg,South Africa,2023-10-07,132.92,118.86,73.31,33.94,7.75,117.12,24.4,85.3,5.31
Sydney,Australia,2023-06-13,47.73,34.33,26.94,32.45,7.66,34.27,24.68,48.99,2.4
Dubai,UAE,2023-11-25,140.5,190.83,34.97,39.68,9.59,99.55,4.85,90.88,8.5
Paris,France,2023-05-24,6.57,14.97,37.15,21.73,6.05,165.54,-9.08,10.95,8.68
Rio de Janeiro,Brazil,2023-06-01,65.33,82.34,69.0,2.19,9.84,174.12,3.37,63.39,8.84
Istanbul,Turkey,2023-04-22,93.84,34.19,79.49,44.54,5.18,183.62,10.58,30.48,14.45
Madrid,Spain,2023-06-26,141.68,43.15,86.92,5.01,9.58,137.93,9.36,33.11,14.35
Moscow,Russia,2023-12-04,28.56,107.91,63.14,34.44,4.36,188.74,15.11,78.32,3.53
Istanbul,Turkey,2023-08-07,92.45,14.43,19.86,12.07,4.09,111.27,37.07,39.45,13.84
Sydney,Australia,2023-08-26,119.29,34.86,93.11,20.66,7.48,29.78,25.94,29.23,2.12
Beijing,China,2023-03-06,85.0,110.26,23.84,11.73,0.97,81.14,2.25,18.88,10.96
Mexico City,Mexico,2023-05-12,131.09,36.62,56.77,11.01,3.84,105.76,18.65,99.6,3.04
Beijing,China,2023-03-22,23.7,173.37,52.61,15.17,2.96,125.32,6.98,35.69,1.59
Bangkok,Thailand,2023-04-14,32.16,16.54,45.5,28.18,7.72,92.47,23.66,12.98,8.95
Tokyo,Japan,2023-01-11,27.93,157.9,60.72,49.44,1.73,185.9,-8.03,77.33,15.42
Cairo,Egypt,2023-08-13,68.96,40.4,11.18,18.54,2.83,102.52,27.08,85.48,6.15
Beijing,China,2023-10-17,101.72,193.65,75.25,36.11,6.95,95.07,-7.46,39.8,16.54
Istanbul,Turkey,2023-07-01,54.46,145.6,52.89,33.5,6.08,36.15,6.4,36.75,10.13
Berlin,Germany,2023-01-20,46.45,47.95,22.98,24.23,2.67,99.4,4.19,37.21,13.9
Istanbul,Turkey,2023-10-27,20.97,152.92,28.24,10.92,1.26,40.09,10.85,65.63,6.57
Cairo,Egypt,2023-04-25,14.06,16.59,9.03,11.89,9.16,167.53,32.51,63.11,8.63
Moscow,Russia,2023-09-18,110.68,157.8,12.16,17.36,2.55,89.79,13.47,38.16,1.46
Mumbai,India,2023-06-03,37.55,12.43,5.37,15.89,7.31,44.88,2.3,42.51,13.17
Bangkok,Thailand,2023-09-20,124.54,45.96,45.66,14.08,6.59,155.85,13.77,89.83,16.07
Sydney,Australia,2023-09-11,101.56,80.52,90.83,43.48,8.99,31.87,-5.72,42.51,17.64
Johannesburg,South Africa,2023-12-22,63.68,136.14,74.55,30.18,1.71,44.81,16.44,85.77,3.71
Seoul,South Korea,2023-10-19,109.42,46.59,80.09,35.92,6.35,146.76,27.58,58.72,10.72
Madrid,Spain,2023-10-20,32.96,144.76,65.85,16.43,2.68,128.52,11.29,33.97,13.33
Berlin,Germany,2023-02-20,71.9,80.05,79.62,40.46,6.9,185.84,38.18,64.11,8.46
Mexico City,Mexico,2023-01-12,44.36,54.77,23.51,20.94,9.15,54.72,20.55,84.4,0.86
Rio de Janeiro,Brazil,2023-04-14,81.17,74.48,82.95,18.22,5.61,28.71,9.21,85.66,17.9
Mumbai,India,2023-04-04,92.97,56.57,12.48,39.9,6.68,187.4,15.39,92.17,15.62
Rio de Janeiro,Brazil,2023-10-13,135.59,152.18,80.08,41.9,7.42,157.19,-9.44,38.57,2.25
Seoul,South Korea,2023-09-03,108.45,150.62,26.54,33.42,3.66,26.07,-8.85,28.52,7.85
Dubai,UAE,2023-01-25,41.9,70.82,80.77,22.07,8.63,97.38,36.46,66.36,14.05
Johannesburg,South Africa,2023-11-21,49.26,128.21,62.2,1.29,8.63,156.88,-0.27,32.09,11.76
Madrid,Spain,2023-12-06,48.41,90.08,30.52,3.27,9.58,92.79,4.96,29.27,17.85
London,UK,2023-10-23,10.47,24.16,47.09,16.26,9.48,23.32,34.95,52.44,19.34
Cairo,Egypt,2023-02-12,45.19,59.25,8.83,29.95,7.7,86.56,2.93,27.61,16.63
Johannesburg,South Africa,2023-11-18,19.28,64.74,98.86,33.91,6.59,110.99,-2.66,60.11,19.71
Tokyo,Japan,2023-10-06,54.71,122.26,7.26,33.85,7.41,13.02,10.92,59.82,7.99
Cairo,Egypt,2023-06-23,54.89,91.81,26.77,42.68,6.51,71.0,15.94,64.6,10.68
Berlin,Germany,2023-04-17,33.26,85.2,68.16,48.63,5.94,194.49,9.15,48.35,15.57
Mexico City,Mexico,2023-03-16,30.07,98.19,82.7,7.18,6.44,179.82,23.62,92.79,5.34
Sydney,Australia,2023-12-19,54.86,51.85,77.44,15.79,1.85,137.25,18.41,77.36,3.58
Paris,France,2023-09-06,51.51,184.92,29.08,41.52,4.18,64.67,16.57,14.2,12.75
Mumbai,India,2023-03-27,70.29,55.34,80.26,13.7,7.82,74.57,-4.75,14.3,17.33
Paris,France,2023-09-15,112.57,194.79,85.83,6.21,2.73,134.58,10.78,96.91,13.37
Moscow,Russia,2023-02-25,22.13,11.47,71.59,46.64,6.1,34.82,-2.95,96.13,10.72
Mumbai,India,2023-07-13,85.5,19.89,43.24,22.77,5.55,52.21,20.09,44.03,14.81
Toronto,Canada,2023-02-15,70.1,148.1,73.82,40.65,3.78,128.55,38.57,64.95,0.88
Tokyo,Japan,2023-08-26,46.14,192.82,61.9,38.41,6.07,101.84,21.62,17.61,2.36
Rio de Janeiro,Brazil,2023-09-15,43.37,70.88,65.72,44.08,6.58,178.68,25.65,36.05,14.93
Dubai,UAE,2023-12-09,10.61,131.28,73.86,2.37,6.78,115.99,-7.44,18.75,6.39
Beijing,China,2023-01-13,74.26,162.1,76.71,22.36,6.5,10.04,16.71,86.93,18.52
Rio de Janeiro,Brazil,2023-09-02,91.44,76.78,38.09,21.45,7.82,92.04,11.45,58.41,15.46
Berlin,Germany,2023-04-18,132.37,68.78,64.88,15.05,2.08,25.05,30.93,59.43,12.14
Dubai,UAE,2023-04-19,55.56,195.33,86.68,37.68,5.98,175.37,19.12,12.07,12.68
Seoul,South Korea,2023-02-03,30.07,186.88,6.42,5.0,0.67,60.8,25.12,54.04,17.51
Mexico City,Mexico,2023-10-10,77.47,63.93,30.11,8.77,0.78,167.48,29.74,45.6,11.98
Rio de Janeiro,Brazil,2023-01-02,87.74,152.86,6.42,46.4,8.3,37.71,7.21,64.05,5.08
Johannesburg,South Africa,2023-11-23,48.33,20.04,66.01,10.39,4.54,147.88,10.52,80.77,15.58
London,UK,2023-08-28,138.95,178.92,53.15,5.0,2.0,160.46,-8.42,57.02,8.61
Mumbai,India,2023-07-19,25.04,25.67,92.23,13.21,5.21,138.1,11.81,60.44,4.15
Johannesburg,South Africa,2023-06-28,65.42,121.41,12.34,16.66,7.39,67.4,4.44,61.48,0.91
Berlin,Germany,2023-12-26,128.26,91.79,44.2,13.7,1.22,190.85,4.21,10.43,6.0
Beijing,China,2023-08-15,94.69,23.73,20.59,39.48,2.66,155.29,14.27,29.23,18.91
Johannesburg,South Africa,2023-11-14,32.23,194.24,43.97,9.66,9.04,76.68,-7.12,76.83,5.73
Rio de Janeiro,Brazil,2023-07-27,11.72,113.74,32.09,7.6,8.58,113.97,1.48,32.61,19.78
Madrid,Spain,2023-09-05,53.34,30.58,30.89,7.8,9.04,157.86,18.83,72.92,13.34
Toronto,Canada,2023-10-21,33.39,59.24,7.36,24.89,2.0,87.79,32.74,47.67,5.16
Seoul,South Korea,2023-09-17,61.46,175.77,18.61,1.0,1.41,14.17,31.5,23.06,13.43
Mumbai,India,2023-01-09,101.58,78.03,30.44,4.11,1.11,192.05,-5.12,52.85,4.16
Tokyo,Japan,2023-11-19,41.98,57.65,34.62,22.36,5.33,160.85,15.51,35.73,10.97
Dubai,UAE,2023-12-12,118.85,178.97,26.86,12.99,1.83,139.57,30.3,44.17,10.94
Tokyo,Japan,2023-10-11,103.63,31.91,94.61,23.65,2.47,111.07,24.08,67.28,8.78
Rio de Janeiro,Brazil,2023-04-22,82.35,90.7,89.15,20.74,1.91,196.81,-4.73,13.06,12.78
Mexico City,Mexico,2023-07-15,143.9,131.99,61.54,1.05,0.74,36.13,13.76,14.88,0.53
Berlin,Germany,2023-07-18,104.9,55.8,78.86,39.69,2.14,107.14,2.7,65.38,9.73
Dubai,UAE,2023-09-13,89.88,79.37,90.12,49.57,0.24,172.14,16.3,28.58,3.79
Sydney,Australia,2023-12-17,135.97,57.67,50.72,42.81,5.53,144.49,39.45,10.65,4.21
Dubai,UAE,2023-11-10,136.05,54.18,23.38,12.23,6.52,138.05,19.47,87.37,14.45
Mumbai,India,2023-05-08,48.67,83.67,74.91,18.07,5.78,124.0,36.15,74.6,16.86
Madrid,Spain,2023-08-07,100.53,70.13,48.72,35.18,2.82,129.38,5.83,98.28,8.23
Dubai,UAE,2023-06-13,6.23,72.92,54.0,4.16,4.94,85.8,-9.78,20.96,10.37
Istanbul,Turkey,2023-05-09,117.54,50.04,16.41,41.72,1.17,94.94,6.89,30.78,4.93
London,UK,2023-12-08,101.17,102.54,82.82,35.56,5.01,32.91,21.04,26.52,12.57
Seoul,South Korea,2023-07-06,68.51,57.65,70.28,36.36,7.17,189.39,-5.55,12.07,12.64
Sydney,Australia,2023-11-27,62.4,163.59,69.33,41.71,4.27,187.05,27.57,66.85,12.22
Dubai,UAE,2023-01-25,43.05,101.37,70.8,43.73,4.69,193.16,31.45,39.74,16.51
Cairo,Egypt,2023-05-04,54.72,176.86,92.55,43.2,3.36,41.95,9.05,37.73,2.77
Beijing,China,2023-12-13,46.69,77.28,42.01,49.06,4.52,186.29,24.46,68.4,15.35
London,UK,2023-06-16,90.2,73.98,27.95,21.71,5.24,107.5,32.59,65.91,4.4
Berlin,Germany,2023-08-21,75.95,187.3,95.78,32.14,6.16,196.17,30.57,61.93,9.44
Moscow,Russia,2023-04-17,132.2,129.64,65.5,28.44,7.86,104.95,7.09,29.15,8.25
Seoul,South Korea,2023-09-16,48.05,100.48,46.28,34.83,0.73,47.61,-4.65,10.57,2.96
Berlin,Germany,2023-12-04,61.74,189.24,50.04,49.49,3.25,97.38,26.58,36.6,3.23
Dubai,UAE,2023-03-23,73.06,198.13,78.31,6.02,1.48,132.54,-1.1,54.61,2.08
Mumbai,India,2023-10-02,149.38,106.41,32.81,23.98,7.57,149.98,8.09,73.26,9.45
Beijing,China,2023-06-09,19.93,138.85,80.33,12.74,4.92,154.25,-4.62,17.5,4.77
Paris,France,2023-07-16,13.79,189.71,54.45,21.34,0.98,34.34,12.47,24.01,7.72
Sydney,Australia,2023-06-17,44.85,19.14,12.94,4.63,0.1,12.56,9.6,79.16,13.88
Toronto,Canada,2023-09-09,11.17,83.87,50.33,35.74,7.72,31.11,5.22,86.25,5.81
Moscow,Russia,2023-08-20,101.01,186.04,11.88,22.91,6.36,11.07,-0.51,60.37,11.02
Beijing,China,2023-08-18,140.94,69.25,71.03,34.65,2.26,30.53,31.91,20.28,17.85
Beijing,China,2023-03-12,26.76,168.49,40.46,6.77,0.95,126.19,30.54,71.13,9.0
Istanbul,Turkey,2023-03-06,55.38,156.58,73.19,29.72,5.79,82.23,15.43,16.36,0.6
Madrid,Spain,2023-11-09,32.9,58.1,75.59,12.36,9.74,64.37,-6.73,13.66,8.0
London,UK,2023-11-23,43.77,154.97,54.89,33.6,4.75,123.43,-7.86,42.31,4.93
Mexico City,Mexico,2023-03-14,85.47,20.05,13.61,38.31,4.35,72.56,20.41,41.97,9.01
Bangkok,Thailand,2023-01-18,130.77,162.96,6.73,20.4,8.37,21.07,-9.1,95.47,9.47
Berlin,Germany,2023-04-14,122.6,127.86,86.4,6.96,4.37,83.32,-0.75,65.71,6.58
Sydney,Australia,2023-12-13,118.24,65.8,91.68,42.26,2.46,193.0,7.68,61.93,15.57
Seoul,South Korea,2023-04-10,107.3,171.15,85.51,34.17,5.58,14.01,-0.73,91.25,18.62
Paris,France,2023-06-05,109.92,195.51,46.22,49.08,6.57,145.55,6.66,32.24,1.44
Rio de Janeiro,Brazil,2023-07-22,56.41,56.01,25.46,6.21,0.92,150.95,-2.87,84.06,11.39
Rio de Janeiro,Brazil,2023-12-07,9.33,156.79,91.44,21.32,9.88,105.7,-1.28,92.17,18.35
Dubai,UAE,2023-03-17,112.9,92.8,50.24,46.05,3.22,95.85,21.04,52.1,12.72
Berlin,Germany,2023-02-20,97.67,10.19,89.37,8.15,3.31,70.57,5.42,75.38,1.21
Rio de Janeiro,Brazil,2023-09-05,101.53,141.3,86.27,25.01,7.59,103.42,38.3,64.48,17.56
Rio de Janeiro,Brazil,2023-05-15,30.96,74.73,39.7,11.1,5.79,127.9,10.97,97.21,13.33
Seoul,South Korea,2023-03-12,108.87,49.07,29.84,26.07,3.48,153.83,14.87,30.3,8.05
Madrid,Spain,2023-07-23,47.8,59.56,11.1,44.2,7.68,25.95,-4.92,39.25,12.17
Madrid,Spain,2023-10-18,60.66,73.97,25.68,46.96,9.73,57.82,4.01,18.04,14.95
Berlin,Germany,2023-08-15,64.32,16.03,46.51,49.9,2.5,145.6,30.39,34.77,14.0
Mumbai,India,2023-10-04,60.42,82.66,20.72,28.59,9.65,47.68,21.54,16.43,16.77
Sydney,Australia,2023-03-05,13.71,68.13,38.98,24.38,1.9,27.1,19.19,93.18,7.8
Toronto,Canada,2023-06-24,25.17,108.34,70.32,32.62,6.6,47.09,5.24,39.98,4.93
Madrid,Spain,2023-03-24,125.78,93.36,40.93,36.56,6.31,148.7,7.08,24.55,18.95
Beijing,China,2023-02-27,19.17,51.96,8.72,3.34,5.69,60.02,19.14,70.37,1.98
Sydney,Australia,2023-03-11,48.2,104.19,60.34,1.91,2.01,12.97,-1.25,62.73,3.53
Beijing,China,2023-10-15,116.2,128.35,65.68,11.06,7.72,187.43,-2.21,25.59,5.54
Istanbul,Turkey,2023-04-04,124.14,169.43,88.04,37.23,0.32,198.02,20.27,58.24,15.4
Berlin,Germany,2023-12-23,96.52,81.12,60.75,37.73,5.69,193.3,36.0,66.15,3.31
Paris,France,2023-12-01,99.81,15.85,33.18,13.92,6.03,101.25,12.28,31.08,18.57
Moscow,Russia,2023-10-21,17.81,195.93,26.2,7.94,3.32,186.15,9.3,96.63,15.11
Berlin,Germany,2023-10-05,44.17,166.86,22.57,21.11,3.75,134.3,-0.34,53.84,9.81
Rio de Janeiro,Brazil,2023-05-08,149.42,62.05,22.61,40.12,9.18,137.1,36.71,18.87,8.66
Madrid,Spain,2023-07-15,21.4,52.29,5.51,39.11,7.38,192.38,6.74,22.67,7.67
Beijing,China,2023-10-11,106.36,149.97,58.21,14.24,1.82,47.65,2.33,33.9,13.99
Dubai,UAE,2023-08-12,149.54,80.01,18.46,23.25,7.01,33.91,27.64,87.92,11.1
Istanbul,Turkey,2023-12-25,72.38,47.3,61.11,14.12,3.99,41.76,1.19,53.73,7.9
Paris,France,2023-04-23,44.76,196.75,43.76,38.62,9.29,173.49,21.76,21.34,5.82
Bangkok,Thailand,2023-02-15,67.98,179.21,26.47,48.81,4.34,86.59,37.43,32.65,10.06
Mumbai,India,2023-10-01,101.48,80.42,33.74,43.17,4.97,138.63,25.02,94.52,16.52
Berlin,Germany,2023-04-17,120.46,111.13,11.51,5.63,4.11,14.09,23.69,89.79,10.84
Paris,France,2023-01-16,70.05,19.62,30.27,47.42,7.92,147.87,-9.35,37.57,6.96
Bangkok,Thailand,2023-02-20,120.82,167.55,55.17,21.42,1.37,33.06,19.57,44.06,10.17
Bangkok,Thailand,2023-04-03,133.72,100.11,42.74,34.53,0.36,14.38,-9.94,47.7,13.31
London,UK,2023-11-26,15.55,116.39,25.11,23.67,6.61,45.62,2.03,17.14,0.83
Bangkok,Thailand,2023-08-09,48.84,98.63,63.94,10.51,1.23,144.69,5.86,58.53,9.13
Madrid,Spain,2023-07-08,131.74,43.72,85.87,38.42,8.11,76.06,11.07,53.22,8.22
London,UK,2023-10-09,140.98,39.52,28.86,31.57,5.82,165.82,3.24,74.19,4.38
Toronto,Canada,2023-06-27,143.43,175.19,34.83,40.29,7.47,99.79,1.7,16.44,10.53
Madrid,Spain,2023-07-14,7.77,178.13,78.4,49.19,9.65,162.17,6.65,44.9,8.57
Beijing,China,2023-07-02,108.53,179.31,81.54,45.55,6.12,192.88,-1.29,80.49,7.35
Rio de Janeiro,Brazil,2023-02-04,94.27,198.95,10.33,6.13,6.95,149.66,20.26,25.09,12.99
Mumbai,India,2023-03-07,66.13,158.83,75.07,38.32,0.5,46.56,13.02,31.99,18.59
Moscow,Russia,2023-03-09,107.26,43.64,89.89,37.6,6.44,178.73,3.18,41.52,0.96
Seoul,South Korea,2023-08-28,144.85,86.72,71.64,3.9,3.49,163.04,28.09,64.4,17.22
Johannesburg,South Africa,2023-10-06,31.41,199.65,57.91,16.38,3.08,173.83,-1.88,72.41,14.92
Bangkok,Thailand,2023-01-11,112.54,101.35,37.89,6.42,1.08,70.88,-0.65,50.95,11.69
Beijing,China,2023-06-09,121.31,79.14,13.58,27.1,4.03,12.93,30.44,52.44,5.18
Moscow,Russia,2023-11-18,70.93,78.53,30.59,20.88,7.61,23.77,21.97,43.01,13.71
Seoul,South Korea,2023-03-27,91.95,60.65,24.96,11.68,6.98,200.0,20.82,19.91,16.67
Cairo,Egypt,2023-10-14,42.94,188.97,16.58,39.2,8.41,120.49,10.19,73.91,4.88
Seoul,South Korea,2023-07-25,33.46,152.04,10.03,42.91,3.64,122.49,21.96,77.7,3.17
Bangkok,Thailand,2023-07-05,17.15,96.96,76.3,24.08,7.04,50.91,23.13,60.43,14.8
Dubai,UAE,2023-02-27,144.03,162.57,31.55,38.2,5.31,158.08,23.66,11.02,16.52
Beijing,China,2023-12-04,149.51,195.17,47.52,13.28,6.95,159.58,25.89,20.94,14.59
Johannesburg,South Africa,2023-02-10,5.69,41.5,98.97,14.43,0.87,33.82,11.73,84.88,2.95
Mumbai,India,2023-06-14,81.66,26.14,90.35,18.21,0.54,98.62,1.77,34.0,14.26
Seoul,South Korea,2023-06-04,71.56,93.34,36.05,42.91,7.73,116.79,35.56,99.66,15.65
Paris,France,2023-01-18,89.94,36.0,85.19,28.98,4.88,63.21,-5.87,61.62,17.43
Sydney,Australia,2023-10-16,75.08,143.93,72.88,3.42,0.71,129.62,11.17,40.3,16.94
Dubai,UAE,2023-05-23,106.34,106.45,92.53,21.45,4.55,114.42,24.95,33.39,19.79
Mumbai,India,2023-06-25,17.3,192.62,75.78,7.39,1.44,171.78,-3.64,67.7,12.57
Paris,France,2023-01-22,124.44,54.92,26.89,1.71,6.13,170.42,13.84,62.06,2.97
Bangkok,Thailand,2023-12-24,94.65,126.04,13.73,16.56,1.14,129.05,5.37,39.27,9.54
Seoul,South Korea,2023-12-01,118.83,25.46,37.58,48.74,6.02,114.66,0.95,92.08,6.11
Cairo,Egypt,2023-12-02,56.41,153.01,62.52,18.13,3.85,101.08,21.38,57.05,18.89
Moscow,Russia,2023-08-04,123.33,151.0,26.27,1.64,6.73,91.97,4.17,60.64,2.74
Mumbai,India,2023-10-14,64.0,46.86,85.6,27.58,3.85,193.55,9.22,34.58,4.45
Paris,France,2023-08-09,68.36,80.36,72.46,22.56,0.38,29.96,10.15,65.36,4.41
Toronto,Canada,2023-09-21,61.09,58.82,53.25,26.97,6.25,186.31,39.74,17.54,4.05
London,UK,2023-04-04,59.49,170.31,36.76,45.62,2.68,181.73,-2.89,80.32,7.45
Beijing,China,2023-01-19,61.95,72.63,33.56,33.42,6.5,75.46,24.68,39.7,7.98
Beijing,China,2023-07-19,121.61,184.06,79.31,18.33,2.14,21.4,22.38,85.9,6.5
Bangkok,Thailand,2023-09-09,40.54,186.0,91.01,40.41,7.34,197.56,37.49,84.18,16.66
Mexico City,Mexico,2023-11-07,144.69,186.1,90.23,38.61,8.44,96.5,-5.43,65.57,15.63
Bangkok,Thailand,2023-05-27,19.65,11.52,72.19,7.43,7.76,148.17,25.93,51.99,15.8
Johannesburg,South Africa,2023-11-23,43.33,171.61,86.8,3.59,7.03,19.24,28.29,12.66,11.18
Madrid,Spain,2023-03-01,100.23,18.78,84.92,45.87,4.84,41.84,5.76,57.96,3.63
Istanbul,Turkey,2023-03-01,95.34,50.75,96.9,34.29,7.08,83.66,35.14,63.31,11.77
Seoul,South Korea,2023-08-22,107.47,160.86,69.97,1.73,6.97,67.84,25.0,53.92,3.43
Madrid,Spain,2023-09-10,13.1,187.59,14.72,39.76,9.26,192.35,29.2,69.81,8.93
Tokyo,Japan,2023-05-18,23.26,125.81,85.47,15.35,1.36,119.1,24.4,56.73,4.37
Moscow,Russia,2023-01-23,104.35,35.07,58.32,47.73,9.09,117.21,30.3,49.34,17.05
Seoul,South Korea,2023-02-15,6.65,40.87,42.0,29.3,4.74,107.21,18.18,74.04,1.96
Madrid,Spain,2023-10-22,22.26,161.39,10.83,7.12,2.17,61.3,16.39,97.63,15.3
Berlin,Germany,2023-10-05,147.65,176.96,15.09,36.79,2.76,138.76,12.19,75.8,9.49
Seoul,South Korea,2023-06-05,110.58,191.53,20.69,6.49,2.08,117.72,33.61,93.64,2.35
Berlin,Germany,2023-10-21,41.78,80.09,32.14,37.54,7.41,107.29,11.09,15.41,17.72
Mexico City,Mexico,2023-01-02,18.64,131.72,8.31,15.23,4.52,78.8,13.57,53.97,19.28
London,UK,2023-07-27,74.79,105.78,36.93,49.58,3.65,90.75,13.83,94.0,5.76
Dubai,UAE,2023-01-16,86.09,21.11,57.14,35.93,7.78,68.62,12.81,47.33,11.86
Paris,France,2023-02-26,42.33,128.48,56.89,21.61,4.57,188.25,24.75,72.44,5.01
Dubai,UAE,2023-07-04,101.97,147.99,97.15,35.29,8.78,129.08,14.28,66.89,6.69
Sydney,Australia,2023-08-07,52.81,101.02,32.7,21.4,8.51,129.04,-7.95,66.96,11.45
Moscow,Russia,2023-11-12,65.39,19.98,74.93,45.59,6.91,61.6,31.4,60.34,8.39
Paris,France,2023-05-18,80.95,34.52,45.18,3.46,4.58,31.53,31.59,14.61,5.67
Madrid,Spain,2023-10-16,102.05,147.76,20.17,8.09,8.81,50.97,37.22,80.94,0.93
Mexico City,Mexico,2023-07-04,21.15,49.87,76.0,41.42,5.8,114.67,29.0,29.87,18.7
Sydney,Australia,2023-10-28,119.0,43.16,22.28,40.99,6.68,126.08,31.49,98.52,10.47
Beijing,China,2023-07-20,105.5,197.25,96.25,27.76,9.21,38.54,2.52,80.07,11.94
London,UK,2023-03-11,100.17,159.02,7.32,27.77,1.98,72.99,34.15,91.58,1.35
Mumbai,India,2023-10-12,57.79,177.85,33.44,43.52,0.55,91.37,13.89,73.56,8.52
Beijing,China,2023-02-03,137.13,76.76,90.92,14.6,6.91,84.78,8.38,75.55,9.77
